"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","20230613_24_A_103_O2",78.6366557382797,-0.00253076518512387,29.6162058823529
"2","20230613_24_A_104_O2",79.5630202165689,-0.00413785167126072,29.6222352941176
"3","20230613_24_A_106_O2",81.284897827749,-0.00264620170247856,29.6290294117647
"4","20230613_24_A_15_O2",82.8254670947031,-0.00173596913632396,29.4828059701493
"5","20230613_24_A_19_O2",82.1113041661886,-0.00152186900286401,29.5549117647059
"6","20230613_24_A_25_O2",77.3779966109795,-0.00161858038897865,29.4876268656716
"7","20230613_24_A_26_O2",82.9019950710975,-0.00097689939059281,29.6118656716418
"8","20230613_24_A_41_O2",77.4744470508048,-0.00371833091958359,29.4345294117647
"9","20230613_24_A_49_O2",75.6925982096995,-0.00243521838688025,29.5067164179104
"10","20230613_24_A_5_O2",82.6994848371499,-0.00838406663892935,29.4988059701493
"11","20230613_24_A_52_O2",82.5482852772107,-0.00116708085724465,29.5638805970149
"12","20230613_24_A_57_O2",74.4901321160429,-0.00276202835645842,29.5003823529412
"13","20230613_24_A_59_O2",75.3951127816823,-0.00320188895825362,29.6081940298507
"14","20230613_24_A_69_O2",77.2363220588689,-0.00148387265906659,29.3903582089552
"15","20230613_24_A_85_O2",80.4703161053039,-0.00215062799666457,29.5622835820896
"16","20230613_24_A_87_O2",79.7313001598435,-0.00183084404822691,29.5961323529412
"17","20230613_24_A_9_O2",78.8994582408604,-0.00284516839456678,29.5434264705882
"18","20230613_24_A_90_O2",76.5775821722289,-0.00217215429125049,29.5374264705882
"19","20230613_24_A_blank_O2",89.8472727865414,2.97872377190407e-05,29.5634328358209
"20","20230613_24_A_blank2_O2",87.7279030047308,-0.000206577973529883,29.5295735294118
"21","20230613_24_H_18_O2",76.8749015481864,-0.00315540735611314,30.7258965517241
"22","20230613_24_H_23_O2",78.7082907965028,-0.00169171091682042,30.4806666666667
"23","20230613_24_H_24_O2",74.0679668140951,-0.00163785801269594,30.786724137931
"24","20230613_24_H_3_O2",76.7216059054669,-0.00408869627591981,30.7377068965517
"25","20230613_24_H_32_O2",77.3232332998781,-0.00216980428704566,30.5233015873016
"26","20230613_24_H_43_O2",75.9629026026201,-0.00416615223647922,30.6848965517241
"27","20230613_24_H_46_O2",74.2335745892758,-0.0020064586435462,30.6058793103448
"28","20230613_24_H_51_O2",80.3246427801528,-0.00206437673273738,30.4924603174603
"29","20230613_24_H_56_O2",78.8062507888559,-0.00313996595358108,30.525253968254
"30","20230613_24_H_58_O2",79.6549926322054,-0.00178869554713126,30.6671206896552
"31","20230613_24_H_63_O2",72.8681409402982,-0.00216759930486679,30.5032222222222
"32","20230613_24_H_7_O2",73.0419252522625,-0.00502942930663463,30.6253015873016
"33","20230613_24_H_74_O2",74.4654911546673,-0.00241585909922313,30.3117777777778
"34","20230613_24_H_76_O2",74.027208125396,-0.00303127506934626,30.9078448275862
"35","20230613_24_H_81_O2",75.2479221946347,-0.00256585859786731,30.518126984127
"36","20230613_24_H_92_O2",73.1933116201384,-0.00160847474279619,30.7923448275862
"37","20230613_24_H_97_O2",77.9412213816043,-0.0036814832005363,30.586380952381
"38","20230613_24_H_98_O2",76.6399968861583,-0.00351065084117048,30.8011379310345
"39","20230613_24_H_blank_O2",86.610981879233,-0.000151062695770493,30.494873015873
"40","20230613_24_H_blank2_O2",85.9979333584687,-0.000213761762413878,30.682275862069
"41","20230614_24_A_ 108_O2",80.3908452632644,-0.00232755353190414,28.8206885245902
"42","20230614_24_A_ 12_O2",80.694951849797,-0.003546723441242,28.834
"43","20230614_24_A_ 16_O2",79.6421532890856,-0.0042288727349347,28.8040819672131
"44","20230614_24_A_ 20_O2",81.853667880286,-0.00139229553487909,28.7069672131148
"45","20230614_24_A_ 34_O2",76.1726666232978,-0.00180117591663261,28.8852786885246
"46","20230614_24_A_ 37_O2",77.6502185373574,-0.00269859558842138,28.8921803278689
"47","20230614_24_A_ 42_O2",76.9341004128061,-0.00261402553073521,28.6611475409836
"48","20230614_24_A_ 54_O2",79.4744714020246,-0.00117439839902279,28.8561639344262
"49","20230614_24_A_ 75_O2",75.1489443786222,-0.00290333750557253,28.8305573770492
"50","20230614_24_A_ blank2_O2",87.5032971792828,-0.00012589186112687,28.8095081967213
"51","20230614_24_A_101_O2",81.4271649840867,-0.00185679199130053,29.0041842105263
"52","20230614_24_A_11_O2",75.7951999555305,-0.00267320504946563,28.9142105263158
"53","20230614_24_A_29_O2",79.3609246113412,-0.00165209781570048,28.9854868421053
"54","20230614_24_A_62_O2",82.7120512874507,-0.00181897641975141,28.9359473684211
"55","20230614_24_A_67_O2",81.7796549244721,-0.00156821790387357,29.0315131578947
"56","20230614_24_A_68_O2",78.2965096342291,-0.0021443957315324,29.0853947368421
"57","20230614_24_A_77_O2",80.9446079944042,-0.00214846126411708,28.9818815789474
"58","20230614_24_A_78_O2",79.4391406336443,-0.00227306655898062,28.9996842105263
