"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","20230622_10_A_103_O2",85.9243013785648,-0.00167983181257917,28.0030655737705
"2","20230622_10_A_104_O2",82.8722159087939,-0.00302072026252619,28.1442698412698
"3","20230622_10_A_106_O2",84.5258987436313,-0.00179699899644898,28.1971428571429
"4","20230622_10_A_15_O2",82.1008984694573,-0.0011758549125998,28.0086721311475
"5","20230622_10_A_19_O2",87.6235575272639,-0.000779677582594932,27.9606557377049
"6","20230622_10_A_25_O2",84.933991019035,-0.00120897919433379,28.1063333333333
"7","20230622_10_A_26_O2",82.9241537859064,-0.00065552436198217,27.8899344262295
"8","20230622_10_A_41_O2",86.8942875734001,-0.00289214028095365,27.9892459016393
"9","20230622_10_A_49_O2",80.75812239129,-0.00195365851412367,28.1221904761905
"10","20230622_10_A_5_O2",84.3946358447091,-0.00471830481626859,28.0495079365079
"11","20230622_10_A_52_O2",87.9817563259614,-0.000929727037258437,28.0456031746032
"12","20230622_10_A_57_O2",86.4709759867845,-0.00210787700595785,27.9572131147541
"13","20230622_10_A_59_O2",89.6429157687683,-0.0025710368019825,27.929868852459
"14","20230622_10_A_69_O2",85.4193272312162,-0.00133825717661332,28.0849180327869
"15","20230622_10_A_85_O2",84.0337526892397,-0.0017009826255703,28.1152222222222
"16","20230622_10_A_87_O2",82.682808793477,-0.00111404937904873,28.0209344262295
"17","20230622_10_A_9_O2",81.5795944286389,-0.00190350040825114,27.9987619047619
"18","20230622_10_A_90_O2",87.1953653610033,-0.00159230063712822,28.0873015873016
"19","20230622_10_A_blank_O2",97.7114779338386,0.000249114527724434,27.935131147541
"20","20230622_10_A_blank2_O2",97.8778902185881,5.38375683158673e-05,28.0467777777778
"21","20230622_10_H_18_O2",83.2644352320478,-0.00228183980111462,30.3622295081967
"22","20230622_10_H_23_O2",82.0252475332172,-0.00127888219014871,30.4973442622951
"23","20230622_10_H_24_O2",86.4562277467292,-0.00123446624507903,30.5171639344262
"24","20230622_10_H_3_O2",85.6304114438951,-0.00293020201923232,30.7443650793651
"25","20230622_10_H_32_O2",90.6468207349081,-0.00175115601358653,30.4489016393443
"26","20230622_10_H_43_O2",88.2237245900491,-0.00372824937795404,30.5049836065574
"27","20230622_10_H_46_O2",85.075121123218,-0.00162478237251615,30.4571475409836
"28","20230622_10_H_51_O2",88.3308359445255,-0.00180427300071322,30.5879206349206
"29","20230622_10_H_56_O2",80.5042886418221,-0.00233353814936609,30.7185238095238
"30","20230622_10_H_58_O2",85.8508403186354,-0.00139054303855695,30.6496666666667
"31","20230622_10_H_63_O2",87.9632860941214,-0.00154700228519433,30.4786885245902
"32","20230622_10_H_7_O2",84.7525465455847,-0.00344355049315813,30.4007213114754
"33","20230622_10_H_74_O2",83.2328883489366,-0.00206322529841873,30.6459047619048
"34","20230622_10_H_76_O2",81.0974533281301,-0.00213102556706782,30.6286666666667
"35","20230622_10_H_81_O2",82.7973226327714,-0.00220657013721304,30.5439508196721
"36","20230622_10_H_92_O2",83.625315605135,-0.00133122797698096,30.7791428571429
"37","20230622_10_H_97_O2",84.7213073998681,-0.00319531589090089,30.6923333333333
"38","20230622_10_H_98_O2",81.3894453265426,-0.00306651779231029,30.7763015873016
"39","20230622_10_H_blank_O2",98.997926305609,0.00102648907395543,29.9226557377049
"40","20230622_10_H_blank2_O2",97.4300694900252,-0.000208658647831089,30.6317619047619
"41","20230623_10_A_101_O2",85.1919138282162,-0.00132828475191089,28.0806086956522
"42","20230623_10_A_108_O2",84.7738635089952,-0.00166861387090795,28.5396129032258
"43","20230623_10_A_11_O2",83.0303954954368,-0.00200013715515893,27.9462463768116
"44","20230623_10_A_12_O2",87.0788033017612,-0.00263999114735166,28.5302580645161
"45","20230623_10_A_16_O2",81.376035223693,-0.00337284422695849,28.3599193548387
"46","20230623_10_A_20_O2",89.7702981690944,-0.000940343148318557,28.038231884058
"47","20230623_10_A_29_O2",88.8584316645257,-0.00104789399265068,28.3985161290323
"48","20230623_10_A_34_O2",85.9403059486396,-0.00122083928126939,28.4451774193548
"49","20230623_10_A_37_O2",86.6752555011739,-0.00178671837670645,28.5063548387097
"50","20230623_10_A_42_O2",82.3866171151893,-0.00189585129904269,28.0240869565217
"51","20230623_10_A_54_O2",85.8360734344665,-0.000828996145543215,28.0794637681159
