"","file.names.full","Intercept","umol.L.sec","Temp.C","genotype","coral_num","wound","temp","date","chamber_vol","surf.area.cm2","umol.sec","blank_id","blank.umol.sec","umol.sec.corr","umol.cm2.hr","Rate.ln"
"1","20230701_F_A_103_O2",86.2242361305914,0.00218828942705036,27.5802,"66",103,0,"A",20230701,0.646675408677049,19.7046255265744,0.00141511295954146,"20230701_F_A_blank2_O2",0.000158337724798833,0.00125677523474262,0.229610597723447,-1.10984332817657
"2","20230701_F_A_104_O2",86.7430434544383,0.00408331365472672,27.3682833333333,"66",104,2,"A",20230701,0.645709091475914,34.5805950035612,0.00263663275020478,"20230701_F_A_blank_O2",0.000157306969900619,0.00247932578030417,0.258109289564734,-1.02691706105554
"3","20230701_F_A_106_O2",89.3778391249672,0.00199806223586711,27.4052666666667,"66",106,1,"A",20230701,0.646439581264867,21.0663197903596,0.00129162651509508,"20230701_F_A_blank_O2",0.000157306969900619,0.00113431954519446,0.193842607694998,-1.22471100296954
"4","20230701_F_A_15_O2",91.7808481467524,0.00165616554597993,27.3343666666667,"68",15,0,"A",20230701,0.647119349858739,16.6948489197158,0.00107173677137298,"20230701_F_A_blank_O2",0.000157306969900619,0.000914429801472357,0.19718341274792,-1.213405779446
"5","20230701_F_A_19_O2",91.2316135373858,0.00127253871790152,27.4536333333333,"70",19,0,"A",20230701,0.647274127938574,13.5824048882068,0.000823681388897777,"20230701_F_A_blank2_O2",0.000158337724798833,0.000665343664098945,0.176348534038763,-1.28609240544368
"6","20230701_F_A_25_O2",83.6225235874,0.00107680974429338,27.4746,"70",25,2,"A",20230701,0.646665996496518,18.0241218915062,0.000696336246330639,"20230701_F_A_blank_O2",0.000157306969900619,0.00053902927643002,0.107661577458735,-1.57184555578234
"7","20230701_F_A_26_O2",86.2696747316405,0.00119790148613384,27.5227166666667,"70",26,1,"A",20230701,0.647326417830411,12.5476253187034,0.000775433277932744,"20230701_F_A_blank_O2",0.000157306969900619,0.000618126308032125,0.177344688926813,-1.28249418201772
"8","20230701_F_A_41_O2",82.8631832476491,0.00210380109100444,27.5006333333333,"69",41,0,"A",20230701,0.646331864087684,29.2743102137316,0.0013597536808186,"20230701_F_A_blank2_O2",0.000158337724798833,0.00120141595601977,0.147743786620203,-1.39536018531881
"9","20230701_F_A_49_O2",86.8353405310018,0.00143247351188957,27.5657333333333,"69",49,2,"A",20230701,0.64673554205266,24.4192217374974,0.000926431533187978,"20230701_F_A_blank2_O2",0.000158337724798833,0.000768093808389146,0.113236111286662,-1.54535522351602
"10","20230701_F_A_5_O2",86.8666507915652,0.00264205216675999,27.5285,"68",5,0,"A",20230701,0.644499626277741,54.2630210187899,0.00170280163408311,"20230701_F_A_blank2_O2",0.000158337724798833,0.00154446390928428,0.102465177371862,-1.59718737081872
