"","coral_id","Intercept","umol.L.sec","Temp.C","surf.area.cm2","chamber_vol","date","temp","wound","genotype","coral_num","umol.sec","blank_id","blank.umol.sec","umol.sec.corr","umol.cm2.hr","Rate.ln"
"1","20230622_10_A_103_O2",85.9243013785648,-0.00167983181257917,28.0030655737705,19.7046255265744,0.646754138461058,20230622,"A",0,"66",103,-0.00108643817670412,"20230622_10_A_blank_O2",0.000161924443020882,-0.001248362619725,0.228073627938226,-1.11451722036741
"2","20230622_10_A_104_O2",82.8722159087939,-0.00302072026252619,28.1442698412698,34.5805950035612,0.645802096009025,20230622,"A",2,"66",104,-0.00195078747699635,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00198578189640166,0.206729086827736,-1.18179037431595
"3","20230622_10_A_106_O2",84.5258987436313,-0.00179699899644898,28.1971428571429,21.0663197903596,0.646494490519594,20230622,"A",1,"66",106,-0.00116174995067351,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00119674437007882,0.204510316712049,-1.18905031157838
"4","20230622_10_A_15_O2",82.1008984694573,-0.0011758549125998,28.0086721311475,16.6948489197158,0.647138102689647,20230622,"A",0,"68",15,-0.000760940517178135,"20230622_10_A_blank_O2",0.000161924443020882,-0.000922864960199017,0.199002331359403,-1.20730390843321
"5","20230622_10_A_19_O2",87.6235575272639,-0.000779677582594932,27.9606557377049,13.5824048882068,0.64731749581284,20230622,"A",0,"70",19,-0.00050469894030676,"20230622_10_A_blank_O2",0.000161924443020882,-0.000666623383327642,0.176687722073668,-1.28486576587463
"6","20230622_10_A_25_O2",84.933991019035,-0.00120897919433379,28.1063333333333,18.0241218915062,0.646722141442009,20230622,"A",2,"70",25,-0.000781873613518383,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.000816868032923697,0.163154961791016,-1.33501221198859
"7","20230622_10_A_26_O2",82.9241537859064,-0.00065552436198217,27.8899344262295,12.5476253187034,0.647299661408779,20230622,"A",1,"70",26,-0.000424320697556265,"20230622_10_A_blank_O2",0.000161924443020882,-0.000586245140577147,0.168197762721833,-1.31603064999697
"8","20230622_10_A_41_O2",86.8942875734001,-0.00289214028095365,27.9892459016393,29.2743102137316,0.646439413683526,20230622,"A",0,"69",41,-0.00186959346751019,"20230622_10_A_blank_O2",0.000161924443020882,-0.00203151791053107,0.249825339163119,-1.05032128001859
"9","20230622_10_A_49_O2",80.75812239129,-0.00195365851412367,28.1221904761905,24.4192217374974,0.646781414608444,20230622,"A",2,"69",49,-0.00126359001742674,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00129858443683205,0.191443610400439,-1.23290873821541
"10","20230622_10_A_5_O2",84.3946358447091,-0.00471830481626859,28.0495079365079,54.2630210187899,0.644614009973844,20230622,"A",0,"68",5,-0.0030414853878938,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00307647980729911,0.204104509817868,-1.19038385435989
"11","20230622_10_A_52_O2",87.9817563259614,-0.000929727037258437,28.0456031746032,10.5266981176888,0.647712999949938,20230622,"A",1,"69",52,-0.00060219628843723,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.000637190707842544,0.217911307286239,-1.14598284300891
"12","20230622_10_A_57_O2",86.4709759867845,-0.00210787700595785,27.9572131147541,26.9561878360973,0.647072010486365,20230622,"A",0,"65",57,-0.00136394821210313,"20230622_10_A_blank_O2",0.000161924443020882,-0.00152587265512401,0.203780356178202,-1.19145035128562
"13","20230622_10_A_59_O2",89.6429157687683,-0.0025710368019825,27.929868852459,25.48101905033,0.647163805213145,20230622,"A",2,"65",59,-0.00166388196011403,"20230622_10_A_blank_O2",0.000161924443020882,-0.00182580640313491,0.257952911471198,-1.02735383343591
"14","20230622_10_A_69_O2",85.4193272312162,-0.00133825717661332,28.0849180327869,12.1585698147647,0.647459646504025,20230622,"A",1,"65",69,-0.000866467518501535,"20230622_10_A_blank_O2",0.000161924443020882,-0.00102839196152242,0.304493959230709,-0.905118476511767
"15","20230622_10_A_85_O2",84.0337526892397,-0.0017009826255703,28.1152222222222,20.3449460434734,0.646556910933805,20230622,"A",1,"67",85,-0.00109978207194081,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00113477649134612,0.200796569335535,-1.20132109210602
"16","20230622_10_A_87_O2",82.682808793477,-0.00111404937904873,28.0209344262295,14.9305902803275,0.647521017835643,20230622,"A",2,"67",87,-0.0007213703878408,"20230622_10_A_blank_O2",0.000161924443020882,-0.000883294830861682,0.212976267608913,-1.16162791365239
"17","20230622_10_A_9_O2",81.5795944286389,-0.00190350040825114,27.9987619047619,23.1358789293665,0.64688265107855,20230622,"A",2,"68",9,-0.0012313413904186,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00126633580982391,0.197044984946717,-1.21387168718196
"18","20230622_10_A_90_O2",87.1953653610033,-0.00159230063712822,28.0873015873016,18.9589358106921,0.647047357045458,20230622,"A",0,"67",90,-0.00103029391887561,"20230622_10_A_blank2_O2",3.49944194053137e-05,-0.00106528833828093,0.2022812913185,-1.1963972669104
"19","20230622_10_H_18_O2",83.2644352320478,-0.00228183980111462,30.3622295081967,23.4952149156432,0.64672581323108,20230622,"H",0,"68",18,-0.0014757247010389,"20230622_10_H_blank_O2",0.00066721789807103,-0.00214294259910993,0.328347426677904,-0.84782066811224
"20","20230622_10_H_23_O2",82.0252475332172,-0.00127888219014871,30.4973442622951,14.5145170330597,0.647360508199102,20230622,"H",1,"70",23,-0.00082789782454145,"20230622_10_H_blank_O2",0.00066721789807103,-0.00149511572261248,0.370829879433493,-0.753258440373032
"21","20230622_10_H_24_O2",86.4562277467292,-0.00123446624507903,30.5171639344262,17.3189587906174,0.647268188931026,20230622,"H",2,"70",24,-0.000799030730748788,"20230622_10_H_blank_O2",0.00066721789807103,-0.00146624862881982,0.304781316681172,-0.904408316517774
"22","20230622_10_H_3_O2",85.6304114438951,-0.00293020201923232,30.7443650793651,28.331390971547,0.646500260473849,20230622,"H",1,"68",3,-0.00189437636867469,"20230622_10_H_blank2_O2",-0.000135628121090208,-0.00175874824758449,0.223479803644757,-1.12861859776361
"23","20230622_10_H_32_O2",90.6468207349081,-0.00175115601358653,30.4489016393443,25.8268461649421,0.646165603127074,20230622,"H",0,"70",32,-0.00113153678168874,"20230622_10_H_blank_O2",0.00066721789807103,-0.00179875467975977,0.250728130170427,-1.04774391356025
"24","20230622_10_H_43_O2",88.2237245900491,-0.00372824937795404,30.5049836065574,33.5917455977173,0.646095839134721,20230622,"H",2,"69",43,-0.00240880641035272,"20230622_10_H_blank_O2",0.00066721789807103,-0.00307602430842375,0.329655018317298,-0.844772675278786
"25","20230622_10_H_46_O2",85.075121123218,-0.00162478237251615,30.4571475409836,15.7708420978616,0.647054700623601,20230622,"H",1,"69",46,-0.00105132307162694,"20230622_10_H_blank_O2",0.00066721789807103,-0.00171854096969797,0.392290243762669,-0.708686810081085
"26","20230622_10_H_51_O2",88.3308359445255,-0.00180427300071322,30.5879206349206,15.9545627524993,0.6472970387023,20230622,"H",0,"69",51,-0.00116790057037218,"20230622_10_H_blank2_O2",-0.000135628121090208,-0.00103227244928197,0.23292276166158,-1.09984476286777
"27","20230622_10_H_56_O2",80.5042886418221,-0.00233353814936609,30.7185238095238,21.0420038213635,0.646989657502911,20230622,"H",1,"65",56,-0.00150977504802834,"20230622_10_H_blank2_O2",-0.000135628121090208,-0.00137414692693814,0.235097806224841,-1.09333283088865
"28","20230622_10_H_58_O2",85.8508403186354,-0.00139054303855695,30.6496666666667,11.4750209085392,0.647647432287952,20230622,"H",0,"65",58,-0.000900581628407295,"20230622_10_H_blank2_O2",-0.000135628121090208,-0.000764953507317087,0.239984976784855,-1.07885384827505
"29","20230622_10_H_63_O2",87.9632860941214,-0.00154700228519433,30.4786885245902,19.0399890406792,0.64737099902502,20230622,"H",2,"65",63,-0.00100148441486024,"20230622_10_H_blank_O2",0.00066721789807103,-0.00166870231293127,0.31551112312711,-0.878245894582598
"30","20230622_10_H_7_O2",84.7525465455847,-0.00344355049315813,30.4007213114754,42.9452883382418,0.645632669170454,20230622,"H",2,"68",7,-0.00222326869632092,"20230622_10_H_blank_O2",0.00066721789807103,-0.00289048659439195,0.242302523570319,-1.0720603610796
