"","date","coral_id","chamber_vol"
"1",20230622,69,647.459646504025
"2",20230622,26,647.299661408779
"3",20230622,15,647.138102689647
"4",20230622,87,647.521017835643
"5",20230622,103,646.754138461058
"6",20230622,41,646.439413683526
"7",20230622,57,647.072010486365
"8",20230622,59,647.163805213145
"9",20230622,19,647.31749581284
"10",20230622,106,646.494490519594
"11",20230622,9,646.88265107855
"12",20230622,49,646.781414608444
"13",20230622,104,645.802096009025
"14",20230622,85,646.556910933805
"15",20230622,25,646.722141442009
"16",20230622,90,647.047357045458
"17",20230622,52,647.712999949938
"18",20230622,5,644.614009973844
"19",20230622,7,645.632669170454
"20",20230622,18,646.72581323108
"21",20230622,23,647.360508199102
"22",20230622,81,646.647656577993
"23",20230622,46,647.054700623601
"24",20230622,24,647.268188931026
"25",20230622,43,646.095839134721
"26",20230622,32,646.165603127074
"27",20230622,63,647.37099902502
"28",20230622,92,647.27658159176
"29",20230622,76,646.612512311169
"30",20230622,56,646.989657502911
"31",20230622,98,645.990406334248
"32",20230622,74,647.068338697294
"33",20230622,97,646.098461841201
"34",20230622,58,647.647432287952
"35",20230622,51,647.2970387023
"36",20230622,3,646.500260473849
"37",20230623,78,646.867101258773
"38",20230623,16,646.082979702405
"39",20230623,77,647.421111325723
"40",20230623,91,646.617002357134
"41",20230623,108,647.166399944341
"42",20230623,34,647.111050187421
"43",20230623,37,646.726676875476
"44",20230623,29,646.937313450422
"45",20230623,12,646.35665350051
"46",20230623,54,647.54769826979
"47",20230623,11,646.898876119227
"48",20230623,42,646.669277127559
"49",20230623,67,646.87632621826
"50",20230623,101,647.40983637524
"51",20230623,68,647.524635871074
"52",20230623,62,647.501060974608
"53",20230623,20,647.369861550797
"54",20230623,75,646.566777577707
"55",20230623,96,646.516552798279
"56",20230623,45,646.337691083788
"57",20230623,50,646.541665187993
"58",20230623,99,646.93167597518
"59",20230623,55,646.989588220846
"60",20230623,89,647.079275326967
"61",20230623,84,646.829176425328
"62",20230623,17,647.356024111567
"63",20230623,70,647.266337005447
"64",20230623,94,646.25312895516
"65",20230623,28,647.107975200925
"66",20230623,73,646.749739274193
"67",20230623,14,646.669789625308
"68",20230623,47,647.160762469099
"69",20230623,33,647.372936537293
"70",20230623,2,645.611481773086
"71",20230623,35,647.552823247283
"72",20230623,60,647.023925570047
"73",20230624,102,647.295892122805
"74",20230624,82,647.357658427394
"75",20230624,38,647.168171967552
"76",20230624,22,647.170265740589
"77",20230624,21,647.425182607835
"78",20230624,44,646.532711850844
"79",20230624,53,647.386971249911
"80",20230624,105,645.882595322877
"81",20230624,64,647.541910454644
"82",20230624,88,647.090702365186
"83",20230624,65,646.955130561044
"84",20230624,107,647.61990350027
"85",20230624,6,646.622220648173
"86",20230624,1,645.913478475172
"87",20230624,27,646.638447389209
"88",20230624,4,645.83967297562
"89",20230624,71,646.584009290249
"90",20230624,83,646.953560231267
"91",20230624,61,647.61990350027
"92",20230624,48,647.036787709485
"93",20230624,100,647.08075694326
"94",20230624,93,646.763550328165
"95",20230624,8,647.466534625315
"96",20230624,66,646.519625769363
"97",20230624,30,646.804902345645
"98",20230624,39,647.055108223558
"99",20230624,13,647.262391754214
"100",20230624,86,646.677182190392
"101",20230624,95,646.444773383293
"102",20230624,36,646.723245197204
"103",20230624,80,646.488742617068
"104",20230624,10,646.592384382396
"105",20230624,79,647.08075694326
"106",20230624,31,646.626408194246
"107",20230624,72,647.070288078076
"108",20230624,40,645.409402616531
