"","coral_id","Intercept","umol.L.sec","Temp.C","surf.area.cm2","chamber_vol","date","temp","wound","genotype","coral_num","umol.sec","blank_id","blank.umol.sec","umol.sec.corr","umol.cm2.hr","Rate.ln"
"1","20230613_24_A_103_O2",77.4137934311286,0.00108498362861779,29.87665,19.7046255265744,0.6468398571,20230613,"A",0,"66",103,0.000701810655290971,"20230613_24_A_blank2_O2",-0.000164061305870767,0.000865871961161738,0.158193265635947,-1.35404688287741
"2","20230613_24_A_104_O2",78.1176355318099,0.00115723400327182,29.9295166666667,34.5805950035612,0.6459276618,20230613,"A",2,"66",104,0.00074748945388882,"20230613_24_A_blank2_O2",-0.000164061305870767,0.000911550759759587,0.0948966533050274,-1.63528584396019
"3","20230613_24_A_106_O2",80.3014760177317,0.000843194267742142,29.9011,21.0663197903596,0.6465784801,20230613,"A",1,"66",106,0.000545191268065747,"20230613_24_A_blank2_O2",-0.000164061305870767,0.000709252573936513,0.121203384909209,-1.50867270696818
"4","20230613_24_A_15_O2",81.7248082116464,0.00100718841836411,29.76445,16.6948489197158,0.647209354,20230613,"A",0,"68",15,0.000651861765605717,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000649066640320231,0.139961728098861,-1.42727583461099
"5","20230613_24_A_19_O2",81.4350889724247,0.000539999485088603,29.85555,13.5824048882068,0.6473631361,20230613,"A",0,"70",19,0.000349575760159343,"20230613_24_A_blank2_O2",-0.000164061305870767,0.00051363706603011,0.136138883572372,-1.44333515733525
"6","20230613_24_A_25_O2",76.3180416505231,0.000990900246053261,29.7836166666667,18.0241218915062,0.6467768747,20230613,"A",2,"70",25,0.000640891364281789,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000638096238996303,0.127448453478847,-1.48083164437879
"7","20230613_24_A_26_O2",82.5508203454148,0.000278362600420288,29.9225666666667,12.5476253187034,0.6473426668,20230613,"A",1,"70",26,0.000180195988093452,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000177400862807966,0.0508975276108,-1.89115429763149
"8","20230613_24_A_41_O2",74.5238827040315,0.00265624139626349,29.7019333333333,29.2743102137316,0.6465643091,20230613,"A",0,"69",41,0.00171743088317792,"20230613_24_A_blank2_O2",-0.000164061305870767,0.00188149218904869,0.231375968592357,-1.10450169142782
"9","20230613_24_A_49_O2",74.1040512025986,0.00148435369052667,29.77555,24.4192217374974,0.6468781715,20230613,"A",2,"69",49,0.000960196001187169,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000957400875901683,0.141144676529699,-1.42235820805936
"10","20230613_24_A_5_O2",77.849394046706,0.00419259840844865,29.7503666666667,54.2630210187899,0.6445373249,20230613,"A",0,"68",5,0.00270228616256149,"20230613_24_A_blank_O2",2.7951252854862e-06,0.002699491037276,0.179093746565059,-1.27620754440546
"11","20230613_24_A_52_O2",81.9660030936743,0.000522382589073186,29.8654166666667,10.5266981176888,0.6477625496,20230613,"A",1,"69",52,0.000338379877764696,"20230613_24_A_blank_O2",2.7951252854862e-06,0.00033558475247921,0.114765816917945,-1.53820706812711
"12","20230613_24_A_57_O2",74.0500085135377,0.000293867927248129,29.7728666666667,26.9561878360973,0.6471883599,20230613,"A",0,"65",57,0.000190187901862929,"20230613_24_A_blank2_O2",-0.000164061305870767,0.000354249207733696,0.0473099963390797,-1.9152160940071
"13","20230613_24_A_59_O2",74.326441372412,0.000886274739230292,29.8592666666667,25.48101905033,0.6472728613,20230613,"A",2,"65",59,0.000573661586359503,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000570866461074016,0.080652946250195,-1.71117751235904
"14","20230613_24_A_69_O2",76.3887764992354,0.000786123885635157,29.65155,12.1585698147647,0.6475284649,20230613,"A",1,"65",69,0.000509037592886556,"20230613_24_A_blank_O2",2.7951252854862e-06,0.00050624246760107,0.149892044140812,-1.38672627781923
"15","20230613_24_A_85_O2",79.0038226120961,0.00141763746658819,29.8444833333333,20.3449460434734,0.6466367388,20230613,"A",1,"67",85,0.000916696468195281,"20230613_24_A_blank_O2",2.7951252854862e-06,0.000913901342909795,0.161713126564457,-1.34050631187912
"16","20230613_24_A_87_O2",78.9971575517128,0.000636823392743728,29.8953,14.9305902803275,0.647582,20230613,"A",2,"67",87,0.000412395366319769,"20230613_24_A_blank2_O2",-0.000164061305870767,0.000576456672190536,0.138992764580799,-1.43132200122939
"17","20230613_24_A_9_O2",77.1073910263367,0.00155613600819267,29.8189333333333,23.1358789293665,0.6469710705,20230613,"A",2,"68",9,0.00100677497906401,"20230613_24_A_blank2_O2",-0.000164061305870767,0.00117083628493478,0.182185022606384,-1.26519231465585
"18","20230613_24_A_90_O2",75.4973912422483,0.000958985575231211,29.8511333333333,18.9589358106921,0.6471253774,20230613,"A",0,"67",90,0.000620583902292654,"20230613_24_A_blank2_O2",-0.000164061305870767,0.00078464520816342,0.148991629994089,-1.39033599756398
"19","20230613_24_H_18_O2",76.248502388852,0.000532435301924366,30.9556833333333,23.4952149156432,0.6468613761,20230613,"H",0,"68",18,0.000344411832087014,"20230613_24_H_blank2_O2",-0.00013947137895747,0.000483883211044485,0.0741418865932709,-1.74788487186712
"20","20230613_24_H_23_O2",77.6125759027857,0.0010196139229038,30.5712,14.5145170330597,0.6474287428,20230613,"H",1,"70",23,0.000660127360246983,"20230613_24_H_blank_O2",-0.000106358536667881,0.000766485896914864,0.190109613885776,-1.23749644850118
"21","20230613_24_H_24_O2",73.4805689735827,0.000545827927188422,31.0150666666667,17.3189587906174,0.6473263963,20230613,"H",2,"70",24,0.00035332882510678,"20230613_24_H_blank2_O2",-0.00013947137895747,0.00049280020406425,0.102435761645926,-1.59733266920237
"22","20230613_24_H_3_O2",75.8152404067081,0.000787860015521758,30.9522666666667,28.331390971547,0.6466031482,20230613,"H",1,"68",3,0.00050943276637727,"20230613_24_H_blank2_O2",-0.00013947137895747,0.00064890414533474,0.0824546498811565,-1.70125363064117
"23","20230613_24_H_32_O2",75.8551490972866,0.00135660848000614,30.5708166666667,25.8268461649421,0.6462284028,20230613,"H",0,"70",32,0.000876678931259304,"20230613_24_H_blank_O2",-0.000106358536667881,0.000983037467927185,0.137025437095052,-1.43958781409142
"24","20230613_24_H_43_O2",72.1608599728798,0.00386960406407037,30.9018833333333,33.5917455977173,0.6462404745,20230613,"H",2,"69",43,0.00250069476649196,"20230613_24_H_blank2_O2",-0.00013947137895747,0.00264016614544943,0.282944454195433,-0.959865328529455
"25","20230613_24_H_46_O2",73.2047330689895,0.00101209909586181,30.8156833333333,15.7708420978616,0.6471201289,20230613,"H",1,"69",46,0.000654949697373668,"20230613_24_H_blank2_O2",-0.00013947137895747,0.000794421076331138,0.181341989035568,-1.26818430681347
"26","20230613_24_H_51_O2",79.2285998791121,0.000906557269131112,30.5844666666667,15.9545627524993,0.6473825557,20230613,"H",0,"69",51,0.000586889361778512,"20230613_24_H_blank_O2",-0.000106358536667881,0.000693247898446393,0.156424997232598,-1.36091906558091
"27","20230613_24_H_56_O2",77.3135651019404,0.00129946623774102,30.6198666666667,21.0420038213635,0.6470886377,20230613,"H",1,"65",56,0.000840869837516981,"20230613_24_H_blank_O2",-0.000106358536667881,0.000947228374184862,0.16205786178992,-1.33918995307763
"28","20230613_24_H_58_O2",78.6059399818862,0.00103076500170723,30.86995,11.4750209085392,0.6477126885,20230613,"H",0,"65",58,0.000667639570467497,"20230613_24_H_blank2_O2",-0.00013947137895747,0.000807110949424967,0.253210816876827,-1.0406901853622
"29","20230613_24_H_63_O2",72.706659762467,3.16262724468472e-05,30.4681,19.0399890406792,0.6474297925,20230613,"H",2,"65",63,2.04757910078107e-05,"20230613_24_H_blank_O2",-0.000106358536667881,0.000126834327675692,0.0239812942463858,-2.08762457760826
"30","20230613_24_H_7_O2",71.3478713509542,0.00138592284493741,30.5731,42.9452883382418,0.645747637,20230613,"H",2,"68",7,0.00089495640218265,"20230613_24_H_blank_O2",-0.000106358536667881,0.00100131493885053,0.0839378176127409,-1.69315752624721
"31","20230613_24_H_74_O2",73.5634436770215,0.000787770384413624,30.3243833333333,17.9052438208582,0.6471579184,20230613,"H",1,"67",74,0.000509811842154289,"20230613_24_H_blank_O2",-0.000106358536667881,0.00061617037882217,0.123886241703995,-1.49661720566209
"32","20230613_24_H_76_O2",73.3075501463665,0.00067246795663151,31.0828333333333,20.882599135722,0.6466782023,20230613,"H",2,"67",76,0.000434870369298819,"20230613_24_H_blank2_O2",-0.00013947137895747,0.00057434174825629,0.0990121143582044,-1.61438957993864
"33","20230613_24_H_81_O2",73.5411489905702,0.00159886658496875,30.5271833333333,19.6073616505898,0.6467312125,20230613,"H",0,"67",81,0.00103403692512257,"20230613_24_H_blank_O2",-0.000106358536667881,0.00114039546179045,0.209381748325234,-1.17317933312864
"34","20230613_24_H_92_O2",73.059634137751,0.000113463686047202,30.9738,11.3237215458964,0.6473353188,20230613,"H",1,"66",92,7.34490513795886e-05,"20230613_24_H_blank2_O2",-0.00013947137895747,0.000212920430337059,0.0676909570856753,-1.78563253476922
"35","20230613_24_H_97_O2",76.7737822418013,0.00101424904378861,30.6853,30.9548138487998,0.6461921879,20230613,"H",0,"66",97,0.000655399808681245,"20230613_24_H_blank_O2",-0.000106358536667881,0.000761758345349126,0.0885913918478685,-1.66817255220052
"36","20230613_24_H_98_O2",74.6063140180859,0.00209292225666117,31.0040833333333,26.7616600841279,0.6460903664,20230613,"H",2,"66",98,0.00135221690765293,"20230613_24_H_blank2_O2",-0.00013947137895747,0.0014916882866104,0.200663105910324,-1.20176489052807
